word,pos_new,icon_eng,icon_asl,global_centrality,threshold,local_concentration,nc_5,nc_10,nc_20,nc_50,nc_100,freq_eng,freq_asl
aim,verb,0.454545455,,7777.108939612679,0.37069188866282937,163.2254195138991,3.987455182845692,6.971031546394542,12.218245136313575,26.737761240888876,49.02176116882279,4.53,
air,noun,1.3,,7206.879449299345,0.37069188866282937,86.93505888436184,3.3566415000510763,6.133458210302829,11.316367975571211,25.626457547897644,47.233260347932244,5.37,
airplane,noun,2.545454545,1.7730000000000001,8244.817479470443,0.37069188866282937,212.93755143860082,4.008028193546823,7.335442040175043,13.554509034683154,30.920427377875267,57.013118305224545,3.94,4.808
alarm,noun,1.0909090909999999,1.6669999999999998,7987.824347947526,0.37069188866282937,158.23491182266332,3.6568459263858815,6.457610121854444,11.627738049157555,26.24886515612257,48.63092438343754,4.29,4.4
albatross,noun,1.0,,7703.029224755371,0.37069188866282937,146.18868986855313,3.4226816609786135,6.187788132283848,11.338840777960325,25.674983524627475,48.07573997972468,2.85,
alcohol,noun,-0.846153846,,7546.5539453224255,0.37069188866282937,269.09176817882616,3.8584373709857536,7.164008779297703,13.481983639971473,30.734530120821447,56.13439258108302,4.66,
alcoholic,noun,0.4166666670000001,,7844.027938764174,0.37069188866282937,219.8286335340915,3.9311146623384308,7.2939220911742275,13.270040635092588,29.502722846010407,54.35534579020315,3.9,
alive,adjective,1.384615385,,8924.188511361173,0.37069188866282937,318.2371826999461,3.4508068957053792,6.165816658692098,11.325925338099456,26.11018761449328,49.507513160112495,4.75,
all,grammar,-0.1,2.8,8633.046981061174,0.37069188866282937,93.44821908518499,3.2266702495101964,5.8640362739196075,10.785505714002683,24.551248712734807,45.83292076378058,6.52,5.3
alligator,noun,1.0909090909999999,,8075.170607274034,0.37069188866282937,238.81749223555641,3.7170141421214806,6.655834554369685,12.148740765838511,27.487152502911798,51.024529232485705,3.3,
alone,adjective,1.230769231,2.161,8314.86784110584,0.37069188866282937,56.229860743916674,3.125337684720225,5.4427206551190865,9.813885139120028,22.15623842245291,41.5752006621244,5.19,3.963
aloof,adjective,0.7142857140000001,,9019.61575368997,0.37069188866282937,751.3063612786415,3.675734591500236,6.8205538870323945,12.959507557002668,30.15064396974168,57.58310215189778,2.9,
aluminum,noun,0.9,,8378.109234079118,0.37069188866282937,548.50367004347,4.258543719145931,7.76172399331389,14.405212676383355,33.069938906499004,61.14815680783782,3.88,
am,verb,0.583333333,,6744.374071950832,0.37069188866282937,53.94873778053793,3.178457470910537,5.594709151537117,10.070307240347622,22.51499525710293,41.967094405549545,5.83,
amateur,adjective,-0.857142857,,6862.695699529584,0.37069188866282937,35.24744912713385,3.4343210174750136,5.684367327893474,9.913821243435029,21.9089679163059,40.74817366865854,4.12,
amber,noun,0.0,,6979.138858068263,0.37069188866282937,52.94579823064672,2.8684918806996738,5.074460062075987,9.36405466697862,21.750490924373523,41.310113846084334,3.9,
amble,verb,0.4,,7338.062421503752,0.37069188866282937,102.96777785636249,2.9799686023367045,5.373055031368061,9.912161561038127,22.88317489519589,43.571855624713564,2.16,
ambulance,noun,-0.818181818,,7927.062156827248,0.37069188866282937,124.95697593102241,3.9854382987275065,6.90269300734392,12.301400346181273,27.002599859276465,49.0225553967321,4.04,
amount,noun,0.692307692,,8240.897347224081,0.37069188866282937,304.4988833926489,3.757250187880984,6.786831125483519,12.362868991012213,27.83729032965225,51.67212398255049,5.13,
amplifier,noun,2.0,,8266.51161103452,0.37069188866282937,379.9568896294561,4.1677711033068015,7.701398659146378,14.498265451754873,33.337902867624415,60.97178927454792,3.35,
an,grammar,-0.642857143,,7471.187508135907,0.37069188866282937,5.135358093878994,2.812304150496579,4.7644322104751495,8.375958544120735,18.43746189192368,34.19597697533329,6.55,
anaconda,noun,1.454545455,,7575.65273366287,0.37069188866282937,34.51311944376549,2.884853968247292,5.103651780326226,9.309314057967748,21.239667865562215,40.01996621174522,2.93,
analogy,noun,0.0,,8580.644532945693,0.37069188866282937,646.6597499388332,3.696616971808255,6.706140319998668,12.480268564159815,28.979185268934067,55.139407090051975,3.89,
anchor,noun,2.166666667,,6859.082798799965,0.37069188866282937,28.763115633190967,3.9410111826381744,6.4711538906728565,11.095640926959332,23.469496103192586,41.65115533122151,3.98,
and,grammar,0.5625,1.567,11061.732717498513,0.37069188866282937,202.31345486740184,3.6396285207041226,6.666623801588229,12.44546960904665,28.30431235148713,52.24733064408564,7.42,5.207999999999998
anger,noun,1.0,,9088.901514878948,0.37069188866282937,777.9212379892787,3.9796480048583938,7.480190265298842,14.162961945889704,32.967945257401574,61.79542461413557,4.47,
angle,noun,1.076923077,,7860.175396483224,0.37069188866282937,276.87256928647855,3.763261409594,6.663519740709645,12.135829629231427,27.62365225434891,51.533109463925236,4.37,
angry,adjective,1.769230769,2.741,9153.116664834204,0.37069188866282937,965.3614335016105,4.0070566652558375,7.665310853145964,14.641205134350926,34.086805772667624,64.31931919034861,4.66,4.96
angular,adjective,1.714285714,,8076.761683226216,0.37069188866282937,720.675840859999,3.7010467191064063,6.945366048990463,13.176664685195586,31.11356615621219,59.462755331757094,3.44,
animal,noun,-0.933333333,1.6,7923.662115747978,0.37069188866282937,203.7133205837074,3.640655835417105,6.532102381921447,12.097999418467868,27.582289543214177,51.768065692440224,4.85,5.4
ankle,noun,0.46666666700000003,,7830.90447617107,0.37069188866282937,224.03828965420425,4.186205642347049,7.943251646533931,14.851020420437491,32.44415427129499,57.8736395927032,3.92,
announcer,noun,1.0,,8100.751876767565,0.37069188866282937,152.15487502986358,3.900294476862192,6.985065442933013,12.645112013356652,27.852842367920125,50.48990768459832,3.62,
another,grammar,0.117647059,,10075.651891133748,0.37069188866282937,161.39717951699706,3.3847787410443573,6.0986561030311295,11.307525033702355,26.1550222028392,48.819560566095504,5.77,
answer,verb,0.5625,,8920.232451147545,0.37069188866282937,531.4841822385326,4.1690341827664,7.690759742915707,13.71795570983786,30.490895112481667,56.313713386601115,5.2,
ant,noun,0.6,,6779.591630901175,0.37069188866282937,53.32644562458935,3.412020415050147,6.075850874148082,11.047384893410642,24.083536047756905,43.93395190434227,3.81,
antelope,noun,-1.4,,7746.206009397401,0.37069188866282937,179.1731245075549,3.4416283315144187,6.177467602476798,11.404983322896864,26.22006428800537,49.449340320725575,3.04,
antiseptic,adjective,-0.428571429,,8141.2588182475965,0.37069188866282937,491.96994840736886,3.612515728186049,6.7040565983517935,12.599749369990557,29.380706948823352,55.95093057229918,2.61,
any,grammar,-0.3125,,9188.255014050848,0.37069188866282937,555.301392124039,3.7652729180986095,7.0252882030064026,13.104874014191651,29.885050092858066,55.91223987331782,6.06,
apartment,noun,-0.3,,8183.0139921867,0.37069188866282937,223.1497580774526,3.909619261655435,7.105214932169978,13.097761247211654,29.258456416419342,53.58607290434456,4.56,
ape,noun,1.2,,7837.529925393839,0.37069188866282937,125.92770839374364,3.6252932165507583,6.573543744712653,11.9176596693079,26.28544129702239,47.97707012549094,3.52,
appeal,noun,0.35714285700000004,,7889.880596073963,0.37069188866282937,177.15442027391822,3.8876723325878864,6.947602298720362,12.678125674077124,28.63291258848227,52.75648708395018,4.66,
appease,verb,0.923076923,,8253.181320261587,0.37069188866282937,594.7057863077102,3.497511342943186,6.486324127366593,12.168342120481382,28.376801046115762,54.04787702519369,3.18,
applause,noun,0.666666667,,8738.968964771218,0.37069188866282937,343.1794233343252,3.675617297838636,6.756386741583945,12.560937910997955,28.84875853275096,53.62742405315088,3.88,
apple,noun,0.083333333,1.619,7490.579774969457,0.37069188866282937,144.11413240271273,3.579580116650994,6.522235715202802,11.886470429434613,26.45196782019111,49.355595325344154,4.76,5.72
apricot,noun,-0.181818182,,7469.965791587202,0.37069188866282937,200.600325389638,3.524926514626795,6.502182605584135,12.254542327245035,28.630669449657503,53.8278434973033,2.9,
apron,noun,0.1,,7765.824856712127,0.37069188866282937,162.53467746027303,3.1733006120198866,5.728224761811857,10.630766648920522,24.55955968634666,46.4592107750127,3.24,
arch,noun,2.5,,7201.514426798467,0.37069188866282937,116.16054226561536,3.5415787949098303,6.316633025810588,11.650644107027697,26.500171516059016,49.06682437290453,4.03,
are,verb,-0.9,,7918.981835459602,0.37069188866282937,148.66462667464606,3.643296065505285,6.581715892580752,12.02467634216922,26.995500337898978,49.832859186142294,6.74,
area,noun,-0.214285714,,7410.800850726933,0.37069188866282937,143.76842461626492,3.5202806619462153,6.283408139595644,11.469756560151751,26.001250000585667,48.737647576474345,5.45,
arf,,1.928571429,,6797.485644071001,0.37069188866282937,46.83229940494142,2.8798050839524025,5.150292601825302,9.586744324336314,22.16315429223778,41.60978911738239,2.62,
argue,verb,0.428571429,,9368.972243087774,0.37069188866282937,1006.8653283224447,4.088682397857569,7.631492438374162,14.182533661763491,32.81122733168281,62.061802213692395,4.54,
arm,noun,0.2,6.513999999999999,6881.1407359783425,0.37069188866282937,40.65688955581759,3.2474979023340182,5.711036170502787,10.403785771588648,23.3472847480316,42.50489045062231,4.77,2.9
armadillo,noun,-1.0,,7630.544887841845,0.37069188866282937,139.76420705166376,3.2390740800318083,5.873136493417307,10.948664718719991,25.177718315054985,47.259506286296606,2.71,
armor,noun,-0.3,,7646.159119580399,0.37069188866282937,164.46574160964278,3.7950343754514617,6.711239104722451,12.093391532540874,27.003313071916672,49.7840718764693,3.95,
army,noun,-0.545454545,3.037,8035.910150316403,0.37069188866282937,269.8147632542194,3.926544392514487,7.331046331396728,13.547621558634726,30.94202467890947,57.431157562974846,5.13,3.76
aroma,noun,1.142857143,,7233.941478791407,0.37069188866282937,262.55316496764243,3.7088613302120175,6.873815874111915,12.81099282293962,29.399125656155128,54.53621167668901,3.19,
aromatic,adjective,1.25,,8005.249217898092,0.37069188866282937,625.7425407865999,3.923193430745632,7.401122798272041,14.096570246771982,33.11377714479782,62.97147394091812,3.11,
around,adverb,0.6,,8295.672835011801,0.37069188866282937,80.80777140700026,3.192390233712468,5.704369561779858,10.500814073764376,23.86241496558651,44.338616148860375,5.75,
arrange,verb,0.428571429,,7782.041966813116,0.37069188866282937,178.08613803672642,3.8286480827562,6.7044022076740335,12.003179475986338,26.547312095179812,49.164779025593866,4.03,
arrangement,noun,0.666666667,,7441.137660818689,0.37069188866282937,39.78503141976903,3.6744612156880336,6.391412652277744,10.900141098650039,23.028096401835842,42.00143906866482,4.26,
arrest,noun,0.5,,8168.43328170451,0.37069188866282937,412.3864337006637,4.0612498899599245,7.476515826063692,13.946976035522392,32.17704925735203,59.935615839266795,4.53,
arsenal,noun,1.0,,7586.791903797607,0.37069188866282937,144.67771028729382,3.4812153253851412,6.329213058038169,11.53182980382588,26.11119804547573,48.85102527669813,4.3,
asbestos,noun,-0.615384615,,7603.128470460539,0.37069188866282937,200.30661335661517,3.221734394395253,5.916833313051376,11.180670156216172,26.110032280786942,49.294651038837955,3.44,
ash,noun,0.538461538,,6971.087483979862,0.37069188866282937,33.50601147367368,2.900760624993921,5.14895466747674,9.410942755590694,21.40268615187757,40.12635589994264,4.13,
ashes,noun,0.7692307690000001,,7488.737838460677,0.37069188866282937,58.67537070201693,3.2542237870583888,5.744608232185688,10.461616230405738,23.169185760032907,42.87191550129188,3.93,
ashtray,noun,1.9090909090000001,,8752.198287208726,0.37069188866282937,242.9757816537993,3.2699757705229584,5.943187904948129,11.065022067726794,25.739232741533474,48.7063217234748,2.74,
asinine,adjective,-0.615384615,,9335.727027623132,0.37069188866282937,1100.5865454909178,3.947315150582954,7.446149904993796,14.116011240372524,33.140887255892096,63.08462889122669,2.32,
asleep,adjective,0.454545455,,8847.41018583545,0.37069188866282937,527.5852887673111,3.834143067015992,7.240784299889379,13.439477832073662,30.343449620268768,56.70812947165727,4.41,
asparagus,noun,-0.181818182,,7824.946958482694,0.37069188866282937,354.9090674643646,3.6417453135516435,6.836262723117987,12.955699279340944,30.26742043314611,56.97312368230296,3.22,
aspect,noun,-0.333333333,,8100.0345331088865,0.37069188866282937,315.685856382111,3.509421994570145,6.207402974205149,11.389125864128456,26.162851441929924,49.415542406098346,4.44,
asphalt,noun,-1.6,,7209.295625463828,0.37069188866282937,86.70052594712361,3.6296084295094246,6.655768606535134,11.878965976062453,25.397536848502078,46.21925992668791,3.26,
astringent,noun,0.14285714300000002,,8914.857570232667,0.37069188866282937,773.9751110679898,3.6514158845028986,6.8165656328545765,12.951035077040649,30.59539608030385,58.53477707316369,2.24,
asymmetrical,adjective,-0.272727273,,8105.875338268366,0.37069188866282937,434.839669619257,4.0621795114066535,7.137045912948156,12.971532350925985,29.592071466944923,55.126451170078276,2.94,
at,grammar,-0.166666667,,7490.811671332455,0.37069188866282937,14.035271028185331,2.988804322586212,5.122740175870391,9.115808748996654,20.20267860472532,37.329602300014756,6.7,
athlete,noun,0.2,,6757.575651718265,0.37069188866282937,120.64574226867586,3.875086057791133,7.1196798833614565,13.21000934852414,29.9779899751666,54.06481223157922,4.04,
atom,noun,0.181818182,,7308.955880757105,0.37069188866282937,210.44599906740902,3.7005426060386903,6.770310094201236,12.502167067781384,28.12956243540856,52.2216270351765,3.78,
attempt,noun,-0.272727273,,8378.622721420063,0.37069188866282937,284.55619946835435,4.276045226436121,7.594343365403778,13.483562535476693,29.62376160069069,54.264351219792964,4.9,
attorney,noun,-0.692307692,,8386.981088011291,0.37069188866282937,244.83576478177145,4.118699263833047,7.524709895327496,13.61648378804433,30.5223610695749,55.815938442204335,4.6,
audible,adjective,0.923076923,,8162.889292021542,0.37069188866282937,293.6957868261355,3.601943550100684,6.600141745740822,12.396479562602474,28.853691941030732,54.10036165970213,3.42,
aunt,noun,0.2,,8683.758247420312,0.37069188866282937,532.3464953151089,4.318868541716934,8.053316964410492,15.033756878224409,34.220955671977194,62.614408531056434,4.19,
authentic,adjective,0.454545455,,8220.916683641715,0.37069188866282937,295.1104546236621,3.4882800498942395,6.140591743399664,11.234968238496823,25.781416264384898,48.8155881603963,4.02,
autumn,noun,0.5,,7625.647350525642,0.37069188866282937,49.80105721433922,3.667577152098787,6.265542965359365,10.876808022330666,23.61660944180952,43.067953014660006,4.24,
avalanche,noun,1.181818182,,7161.738432312197,0.37069188866282937,54.728306130687116,3.4446677299622905,5.958228185447911,10.73593002923418,23.86167162933011,43.788373158800795,3.48,
avocado,noun,-1.363636364,,7750.883284957757,0.37069188866282937,287.2200194569414,3.713128718083978,6.916860713505519,13.161084479525275,30.92081470917121,58.202845711716215,3.25,
avoid,verb,-0.166666667,,8232.43344750004,0.37069188866282937,389.9534616605288,3.9782211664730736,7.191672116966583,13.031608408947216,29.275112126002284,54.3350435627224,4.89,
awake,adjective,2.1,,8202.736510090235,0.37069188866282937,211.97760741319667,3.6756779280063685,6.7018663479149065,12.081113867974976,26.561443139439753,48.91740356835272,4.18,
away,adverb,0.75,,8002.377415395018,0.37069188866282937,71.5644019654804,3.1018763049070577,5.524821154080605,10.050105471153568,22.657997690333765,42.44888347748819,5.61,
axe,noun,1.9,,7758.258413207699,0.37069188866282937,119.2801092746184,3.4092501343767854,6.244528278846303,11.57744130701046,26.075996265340706,48.13163319849809,3.82,
aye,,1.727272727,,6083.15443308134,0.37069188866282937,27.327604083353762,3.1638206044530732,5.551862412538887,10.00036736332992,22.05228243080218,40.20708499318976,3.89,
azure,noun,-0.5,,6653.853371961868,0.37069188866282937,41.383956941560825,3.910616105806247,6.822834807097903,11.923828074805483,24.875331078890014,43.959009831256026,3.08,
baa,,2.8181818180000002,,6052.952535053141,0.37069188866282937,11.28541421485473,2.848414153681544,4.861232557803897,8.674411795762405,19.411074153362453,35.9580877785081,2.85,
babble,verb,3.538461538,,8143.165309799861,0.37069188866282937,222.70288238098968,3.614714851159466,6.453476560328612,11.564330780996631,26.006757367687893,48.830218122549546,2.74,
babbling,verb,3.0,,8660.245154049291,0.37069188866282937,392.5436418288631,3.5821349837910628,6.523627846858454,12.165400224386252,28.20189251740852,52.730704989064954,2.79,
baboon,noun,1.181818182,,7913.684411723607,0.37069188866282937,159.95808471422544,3.4735194328550403,6.3716581961008245,11.771986185421696,26.715288296634068,49.55906801335321,2.75,
baby,noun,2.230769231,6.8329999999999975,8869.86509586654,0.37069188866282937,398.8648598842963,3.701975995907522,6.7304936445763,12.405481816205224,28.17434082708387,52.215400026894855,5.25,5.0
back,adverb,0.4,5.4579999999999975,8545.899127341096,0.37069188866282937,108.03019247078173,3.199987877029544,5.776844560694759,10.603023811326224,23.981005238561874,44.934121857137306,6.05,4.731
background,noun,0.4166666670000001,,7303.545655508855,0.37069188866282937,57.42968616869834,3.48811938494135,6.500290893406415,12.047835343424346,27.631450528640656,49.880330451581905,4.81,
bad,adjective,0.5625,1.567,8005.331911761354,0.37069188866282937,223.33055672412308,3.4301044739564985,6.241661896344493,11.488684744958071,25.924361443744658,48.479085580028325,5.54,5.5
badger,noun,0.2,,7977.015681226405,0.37069188866282937,157.69296792631042,3.4660615174503655,6.291206987533212,11.60762600785098,26.287157747258476,48.402550839365894,3.53,
bag,noun,1.0909090909999999,5.73,8195.406362903259,0.37069188866282937,276.28379768362043,3.597562526574533,6.387879158209609,11.79856117880073,26.99642319959435,50.580137701294014,4.73,5.452000000000001
bagpipe,noun,2.454545455,,6762.653842742862,0.37069188866282937,106.67209425746044,3.7148899875100647,6.602814788683262,11.963906967011988,26.985050379343342,49.81667114199922,2.33,
balance,noun,0.25,5.63,8263.160476023886,0.37069188866282937,194.3367989096732,3.9107387933178077,6.581255815571463,11.616731372911351,25.56026012677452,47.29543869583034,4.76,4.067
bald,adjective,1.363636364,,7344.523555114476,0.37069188866282937,40.85387228221697,2.8686992362746686,5.092350851707294,9.454779013602943,21.765260623823746,40.85387228221697,3.82,
ball,noun,0.75,5.37,8003.222144304984,0.37069188866282937,121.86505670279324,3.462453905138906,6.129120939104036,11.182843919311823,25.30022725901981,47.15746968096008,5.03,4.633
ballerina,noun,1.3,,8147.339363346483,0.37069188866282937,292.69131656743286,4.0971720774217255,7.241763266033452,12.872030693858438,28.286966456092536,52.04845971467787,3.06,
balloon,noun,1.714285714,4.967,7673.641334585548,0.37069188866282937,99.03689993354557,3.6192661872770295,6.341096955986785,11.419937807591108,25.141884953008734,45.884271632625214,3.92,2.852
balmy,adjective,1.0,,8036.3552159725095,0.37069188866282937,45.63615687517365,2.8688056807515974,5.0946872635369385,9.43041247089193,21.645619290981188,40.800801848564035,2.6,
banana,noun,1.0,5.381,7665.671544470685,0.37069188866282937,200.76615966850585,3.828312915925326,7.0164495047595885,13.008781363954729,29.176256720339197,53.69895833260576,4.0,3.875
band,noun,0.307692308,,8110.603507783531,0.37069188866282937,203.19030020457484,3.9805034480188466,7.346841482584134,13.5703929399324,30.50230453488962,56.170380525732725,4.91,
bang,,3.833333333,,7175.202429365753,0.37069188866282937,52.59523996526549,3.0501810337509223,5.430417328369416,9.876241328022838,22.41826579896636,42.062493813769976,4.33,
banging,verb,2.5,,9213.967251071836,0.37069188866282937,702.1537743594936,3.810785837424704,7.141281718933684,13.626343130059144,32.056082257290136,60.427189422681856,3.6,
banjo,noun,1.363636364,,8307.452186880968,0.37069188866282937,201.17218864265755,4.078318107664969,7.520840368612897,13.68010627352432,30.74937452208597,56.366818018544656,3.25,
bank,noun,0.571428571,1.161,6743.55346524036,0.37069188866282937,70.49071266055381,3.774170202124848,6.769176561042457,12.284493258719113,27.110359717792072,48.34437385122083,5.15,4.7410000000000005
banner,noun,-0.727272727,,5999.828137180995,0.37069188866282937,8.202696863128834,3.1619532029161785,5.1895327013440875,8.936503677464561,19.32881751399337,35.487291308227576,4.04,
barbecue,noun,0.692307692,,8229.881938547795,0.37069188866282937,255.25208139187112,3.964179345218766,7.113731991437137,13.161226722667378,30.133010377926237,56.13351475236933,3.51,
barbecued,adjective,-0.923076923,,8334.981026919748,0.37069188866282937,338.73893314567374,4.220718621907199,7.868101151572772,14.919210579637573,34.69073066212513,64.44929103776586,2.42,
barbed,adjective,1.0909090909999999,,8347.222049332784,0.37069188866282937,205.87963943654609,3.436422461712757,6.076178902388444,11.113613755878177,25.28937159039151,47.32895472168082,3.24,
bark,noun,-0.066666667,,7387.127593367835,0.37069188866282937,212.9743385783961,3.3721968330311203,6.132965971448714,11.40800045578721,26.37470620906612,49.81605411233832,3.8,
barking,verb,3.333333333,,7524.732375581757,0.37069188866282937,167.8324107344871,3.306668261506511,6.0218387499904775,11.34084680740895,26.1914453928198,49.107995911725205,3.5,
barn,noun,0.7,,7892.935552721792,0.37069188866282937,153.20677866215738,3.7540996236240862,6.650940828309444,12.051675638212323,27.027610692656943,49.94637267661913,3.92,
barrel,noun,1.0,,8057.688788940291,0.37069188866282937,265.8249761072665,3.6442809529656737,6.653580306107353,12.29945129935006,27.87694793981057,51.86687190655459,4.17,
base,noun,1.0,,6738.361254133181,0.37069188866282937,18.37435413392021,3.317468562556253,5.515387097899264,9.608744781467294,20.943014104977358,38.5300270878753,5.04,
basement,noun,0.818181818,3.167,8330.049059908584,0.37069188866282937,189.42523380074303,3.621365021437912,6.707496096263443,12.482077018595355,28.42321613987185,52.529519085897974,4.11,2.867
bash,verb,3.083333333,,6702.029850743537,0.37069188866282937,18.63854675212169,2.7625751329476707,4.837489785379708,8.802664559819476,20.115807326450852,38.099086796622906,3.78,
basket,noun,-0.166666667,,6546.9630739402555,0.37069188866282937,26.498917973252592,3.2498643921385915,5.497460149887932,9.745837294410006,21.62571355070549,39.87916637812943,4.06,
basketball,noun,0.5,3.3810000000000002,7519.064071698582,0.37069188866282937,184.89024669549283,3.820561794747082,7.0805882771243045,13.034906682766989,28.88121144906134,52.786208956601065,4.48,5.04
bat,noun,0.153846154,,6693.719911513999,0.37069188866282937,39.85105059944758,3.3448531614227384,5.8304579957559275,10.450889771262856,23.165628287625367,42.437238968791526,4.27,
bath,noun,0.3,2.0,7264.451475024277,0.37069188866282937,107.44645418171505,3.1698197667030388,5.652092483543908,10.409769746090602,23.8045215353794,44.56663613418064,4.39,4.92
bathtub,noun,1.5833333330000001,,8839.688131692354,0.37069188866282937,391.71922111729134,3.5782946395741497,6.436463082745798,11.920651226204615,27.62143471711779,52.141157545837935,3.29,
baton,noun,1.2727272729999999,,7350.3394955058375,0.37069188866282937,63.358794535009785,3.590751470032761,6.347462980400317,11.293259657701444,24.739619224408933,44.98089642921085,3.54,
