Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX
a,0,1.46,1.14,2,30,0.9333333333333333,1041179
aardvark,0,4.68,0.86,0,28,1.0,21
aback,0,1.65,1.07,4,27,0.8518518518518519,15
abacus,0,4.52,1.12,2,29,0.9310344827586207,12
abandon,0,2.54,1.45,1,27,0.9629629629629629,413
abandoned,0,2.52,1.27,0,29,1.0,678
abandonee,0,2.92,1.28,4,28,0.8571428571428571,0
abandoner,0,2.5,1.5,2,30,0.9333333333333333,1
abandonment,0,2.54,1.29,0,28,1.0,49
abasement,0,1.67,1.01,2,26,0.9230769230769231,0
abatement,0,1.92,1.29,4,30,0.8666666666666667,3
abbreviate,0,2.59,1.53,0,27,1.0,1
abbreviated,0,3.1,1.54,0,30,1.0,16
abbreviation,0,3.07,1.51,0,29,1.0,12
abdicate,0,2.08,1.29,2,28,0.9285714285714286,9
abdomen,0,4.7,0.67,0,27,1.0,171
abdominal,0,4.28,1.16,0,29,1.0,174
abdominally,0,3.15,1.46,3,30,0.9,0
abduct,0,2.88,1.51,2,28,0.9285714285714286,36
abductee,0,3.27,1.44,0,30,1.0,20
abduction,0,3.07,1.47,0,27,1.0,185
abductor,0,3.89,1.37,0,28,1.0,18
abhor,0,1.81,1.17,3,29,0.896551724137931,12
abhorrence,0,2.15,1.26,1,28,0.9642857142857143,0
abhorrently,0,2.04,1.32,2,29,0.9310344827586207,0
abhorring,0,1.68,0.8,4,29,0.8620689655172413,0
abide,0,1.68,0.86,0,28,1.0,138
abiding,0,2.07,1.13,0,29,1.0,25
abidingly,0,1.82,0.94,2,30,0.9333333333333333,0
ability,0,1.81,0.88,0,27,1.0,980
abject,0,1.67,0.96,4,28,0.8571428571428571,20
ablaze,0,3.82,1.16,0,28,1.0,21
able,0,2.38,1.42,1,27,0.9629629629629629,8155
ably,0,1.78,1.19,2,29,0.9310344827586207,9
abnormal,0,2.14,1.38,0,29,1.0,148
abnormality,0,2.48,1.33,0,25,1.0,26
abnormally,0,1.75,0.84,0,28,1.0,20
aboard,0,3.97,1.3,0,30,1.0,1358
abode,0,3.92,1.38,2,26,0.9230769230769231,33
abolish,0,2.19,1.17,0,26,1.0,24
abolishable,0,1.96,1.16,3,27,0.8888888888888888,0
abolisher,0,2.29,1.15,1,29,0.9655172413793104,0
abolishment,0,2.31,1.42,0,29,1.0,0
abolition,0,2.43,1.5,1,29,0.9655172413793104,10
abolitionism,0,1.86,0.93,1,29,0.9655172413793104,1
abolitionist,0,3.28,1.51,2,27,0.9259259259259259,11
abominable,0,1.89,0.99,2,30,0.9333333333333333,32
abominableness,0,1.58,0.83,3,27,0.8888888888888888,0
abominably,0,2.14,1.13,1,30,0.9666666666666667,8
abominate,0,1.68,0.99,3,28,0.8928571428571429,3
abomination,0,2.23,1.24,0,26,1.0,58
aboriginal,0,3.12,1.34,2,28,0.9285714285714286,9
abort,0,2.83,1.23,0,30,1.0,235
aborted,0,2.83,1.36,0,29,1.0,32
abortion,0,3.41,1.39,0,27,1.0,369
abortionist,0,3.19,1.47,1,27,0.9629629629629629,4
abortive,0,1.88,0.99,3,29,0.896551724137931,1
abortively,0,1.95,1.05,4,26,0.8461538461538461,1
abound,0,2.27,1.19,2,28,0.9285714285714286,18
abounding,0,2.04,1.19,2,29,0.9310344827586207,4
about,0,1.77,0.95,0,26,1.0,185206
above,0,3.33,1.34,0,24,1.0,2493
aboveboard,0,2.8,1.47,4,29,0.8620689655172413,14
aboveground,0,4.03,1.24,0,29,1.0,7
abovementioned,0,2.96,1.57,1,29,0.9655172413793104,1
abracadabra,0,2.04,1.43,3,29,0.896551724137931,53
abrasion,0,4.57,0.88,0,28,1.0,18
abrasive,0,3.03,1.35,0,30,1.0,23
abrasively,0,2.07,1.07,0,29,1.0,0
abrasiveness,0,2.72,1.31,0,29,1.0,2
abreast,0,2.23,1.31,1,27,0.9629629629629629,26
abridge,0,2.77,1.53,0,26,1.0,1
abridged,0,1.77,1.03,1,27,0.9629629629629629,9
abridgment,0,2.67,1.58,3,27,0.8888888888888888,0
abroad,0,2.72,1.43,1,26,0.9615384615384616,250
abrupt,0,2.27,1.11,0,30,1.0,58
abruptly,0,2.36,1.28,0,28,1.0,45
abruptness,0,2.04,1.02,0,27,1.0,4
abscess,0,4.48,0.8,1,28,0.9642857142857143,25
abscessed,0,2.69,1.29,1,27,0.9629629629629629,3
absence,0,2.31,1.35,0,26,1.0,322
absent,0,2.7,1.44,0,30,1.0,131
absentee,0,3.29,1.38,0,28,1.0,18
absenteeism,0,2.35,1.47,3,26,0.8846153846153846,5
absently,0,1.71,1.12,0,28,1.0,0
absentminded,0,2.0,0.96,0,29,1.0,3
absentmindedly,0,1.76,1.09,0,29,1.0,0
absentmindedness,0,1.75,1.11,1,29,0.9655172413793104,1
absentness,0,1.88,1.07,1,27,0.9629629629629629,0
absinthe,0,4.3,1.22,1,24,0.9583333333333334,28
absolute,0,1.81,1.24,0,27,1.0,577
absolutely,0,1.97,1.19,0,30,1.0,5769
absoluteness,0,1.5,1.04,0,30,1.0,1
absolution,0,1.78,1.05,2,29,0.9310344827586207,48
absolutism,0,1.46,1.03,2,28,0.9285714285714286,0
absolutist,0,2.7,1.4,4,27,0.8518518518518519,0
absolvable,0,1.8,1.08,3,28,0.8928571428571429,0
absolve,0,1.85,1.01,1,27,0.9629629629629629,29
absorb,0,3.11,1.26,0,28,1.0,101
absorbability,0,2.38,1.06,4,28,0.8571428571428571,0
absorbable,0,2.47,1.36,0,30,1.0,0
absorbed,0,2.44,1.26,0,25,1.0,78
absorbency,0,2.97,1.4,0,31,1.0,0
absorbent,0,3.1,1.45,0,29,1.0,8
absorber,0,2.96,1.43,2,29,0.9310344827586207,3
absorbing,0,3.33,1.0,0,27,1.0,23
absorbingly,0,2.04,1.23,4,28,0.8571428571428571,0
absorption,0,3.22,1.48,0,27,1.0,18
absorptiveness,0,2.19,1.18,2,29,0.9310344827586207,0
abstain,0,2.38,1.42,0,29,1.0,26
abstainer,0,2.62,1.47,3,29,0.896551724137931,0
abstention,0,2.16,1.28,4,29,0.8620689655172413,6
abstinence,0,1.72,1.28,0,29,1.0,45
abstinent,0,1.77,1.18,3,29,0.896551724137931,3
abstinently,0,2.0,1.05,3,31,0.9032258064516129,0
abstract,0,1.45,0.91,0,29,1.0,111
abstracted,0,1.48,0.87,1,30,0.9666666666666667,3
abstractedly,0,1.54,0.96,1,29,0.9655172413793104,0
abstractedness,0,1.59,0.8,2,29,0.9310344827586207,0
abstraction,0,1.57,1.0,0,28,1.0,15
abstractionism,0,1.75,1.15,3,27,0.8888888888888888,0
abstractionist,0,2.52,1.66,4,29,0.8620689655172413,1
abstractive,0,1.6,1.15,2,27,0.9259259259259259,0
abstractly,0,1.36,0.62,1,29,0.9655172413793104,2
abstractness,0,1.5,1.04,0,30,1.0,0
absurd,0,1.64,0.95,0,28,1.0,495
absurdity,0,1.25,0.59,1,29,0.9655172413793104,32
absurdly,0,1.55,0.87,0,29,1.0,15
absurdness,0,1.46,0.92,0,28,1.0,0
abundance,0,2.21,1.2,1,29,0.9655172413793104,45
abundant,0,2.83,1.46,0,30,1.0,29
abundantly,0,2.22,1.28,0,27,1.0,21
abuse,0,2.71,1.27,0,28,1.0,523
abuser,0,3.86,1.51,2,30,0.9333333333333333,16
abusive,0,2.55,1.43,0,29,1.0,83
abusively,0,2.2,1.21,0,30,1.0,0
abusiveness,0,1.84,1.18,1,26,0.9615384615384616,1
abysmally,0,2.12,0.97,3,28,0.8928571428571429,1
abyss,0,3.07,1.7,0,28,1.0,90
academia,0,2.12,1.26,3,27,0.8888888888888888,12
academic,0,2.11,1.22,0,27,1.0,238
academically,0,1.9,1.03,0,30,1.0,11
academy,0,4.29,1.12,0,28,1.0,633
accelerant,0,3.4,1.35,2,27,0.9259259259259259,28
accelerate,0,3.48,1.37,0,27,1.0,65
accelerated,0,3.18,1.36,0,28,1.0,49
acceleration,0,2.97,1.3,0,29,1.0,44
accelerative,0,2.69,1.38,1,27,0.9629629629629629,0
accelerator,0,4.32,1.06,0,28,1.0,69
acceleratory,0,2.25,1.19,4,28,0.8571428571428571,0
accelerometer,0,4.08,1.38,4,28,0.8571428571428571,0
accent,0,3.26,1.16,0,27,1.0,621
accentually,0,2.08,1.29,3,29,0.896551724137931,0
accentuate,0,2.0,1.17,0,30,1.0,18
accentuation,0,2.08,1.15,3,28,0.8928571428571429,0
accept,0,3.03,1.57,0,29,1.0,2692
acceptability,0,1.74,0.81,0,27,1.0,0
acceptable,0,1.93,1.12,0,28,1.0,269
acceptableness,0,1.28,0.54,4,29,0.8620689655172413,0
acceptably,0,1.48,0.77,1,32,0.96875,0
acceptance,0,2.21,1.26,0,28,1.0,161
acceptant,0,2.08,1.26,4,30,0.8666666666666667,1
accepted,0,2.28,1.33,0,29,1.0,801
acceptor,0,2.79,1.38,3,27,0.8888888888888888,0
access,0,2.71,1.44,0,28,1.0,1615
accessibility,0,2.3,1.23,0,27,1.0,2
accessible,0,1.8,0.96,1,26,0.9615384615384616,56
accessibly,0,2.35,1.32,1,27,0.9629629629629629,0
accessorize,0,2.93,1.49,0,29,1.0,18
accessory,0,4.1,1.16,0,30,1.0,147
accident,0,3.26,1.48,0,27,1.0,4146
accidental,0,2.17,1.23,0,29,1.0,153
accidentally,0,1.71,0.94,0,28,1.0,449
accidently,0,1.88,1.05,0,25,1.0,11
acclaim,0,2.04,1.21,1,26,0.9615384615384616,22
acclaimer,0,2.04,1.4,4,27,0.8518518518518519,0
acclamation,0,2.23,1.14,3,29,0.896551724137931,1
acclimate,0,1.79,0.72,1,25,0.96,8
acclimation,0,1.9,0.77,1,30,0.9666666666666667,0
acclimatization,0,1.83,0.96,1,25,0.96,1
acclimatize,0,2.12,1.08,4,28,0.8571428571428571,1
accolade,0,2.46,1.32,2,30,0.9333333333333333,1
accommodate,0,1.86,1.08,1,29,0.9655172413793104,109
accommodating,0,1.77,1.11,0,26,1.0,36
accommodatingly,0,2.17,1.03,4,27,0.8518518518518519,0
accommodation,0,2.96,1.19,0,27,1.0,48
accommodative,0,1.73,0.83,4,26,0.8461538461538461,1
accommodator,0,2.78,1.53,3,30,0.9,0
accompanier,0,2.71,1.33,4,28,0.8571428571428571,1
accompaniment,0,2.26,1.02,1,28,0.9642857142857143,15
accompany,0,3.07,1.3,0,28,1.0,242
accomplice,0,3.34,1.37,0,29,1.0,216
accomplish,0,2.33,1.37,0,30,1.0,298
accomplishable,0,1.82,1.12,1,29,0.9655172413793104,0
accomplished,0,1.7,1.07,0,27,1.0,384
accomplisher,0,2.52,1.27,1,24,0.9583333333333334,0
accomplishment,0,2.5,1.37,0,28,1.0,96
accord,0,1.57,1.04,3,26,0.8846153846153846,83
accordance,0,1.54,0.84,2,30,0.9333333333333333,81
accordantly,0,1.57,0.9,3,26,0.8846153846153846,0
according,0,1.63,0.74,0,27,1.0,2135
accordingly,0,1.58,0.92,0,31,1.0,93
accordion,0,4.86,0.59,1,29,0.9655172413793104,67
accordionist,0,4.61,0.96,0,28,1.0,0
accosted,0,2.52,1.45,2,27,0.9259259259259259,34
account,0,3.08,1.52,0,26,1.0,2280
accountability,0,1.55,0.99,0,29,1.0,24
accountable,0,2.21,1.26,0,29,1.0,72
accountableness,0,1.39,0.66,3,26,0.8846153846153846,0
accountably,0,1.91,1.24,3,26,0.8846153846153846,0
accountancy,0,1.68,1.02,2,30,0.9333333333333333,3
accountant,0,4.41,0.91,0,29,1.0,315
accounting,0,3.27,1.66,0,26,1.0,230
accredit,0,2.15,1.26,2,29,0.9310344827586207,0
accreditation,0,2.68,1.39,1,29,0.9655172413793104,9
accredited,0,2.27,1.23,0,30,1.0,16
accrue,0,1.61,1.03,3,26,0.8846153846153846,4
accruement,0,2.46,1.36,4,30,0.8666666666666667,0
accumulate,0,3.0,1.26,0,25,1.0,29
accumulation,0,2.97,1.43,0,30,1.0,13
accumulative,0,2.56,1.23,0,25,1.0,3
accumulatively,0,2.36,1.31,1,29,0.9655172413793104,0
accumulativeness,0,1.92,0.97,3,27,0.8888888888888888,0
accumulator,0,2.64,1.15,1,26,0.9615384615384616,1
accuracy,0,1.85,1.23,0,27,1.0,76
accurate,0,1.9,1.18,1,30,0.9666666666666667,400
accurately,0,2.39,1.52,0,28,1.0,58
accurateness,0,2.32,1.47,1,29,0.9655172413793104,0
accursed,0,1.93,0.73,3,30,0.9,33
accusable,0,1.91,0.95,4,27,0.8518518518518519,0
accusation,0,2.38,1.24,0,29,1.0,143
accusative,0,1.6,0.76,0,25,1.0,0
accusatively,0,1.64,0.99,0,25,1.0,0
accusatorial,0,1.96,1.28,4,30,0.8666666666666667,0
accusatory,0,2.15,1.2,1,28,0.9642857142857143,3
accuse,0,2.25,1.29,0,28,1.0,290
accused,0,2.93,1.38,0,27,1.0,666
accuser,0,3.44,1.58,0,27,1.0,15
accusingly,0,1.57,0.69,0,28,1.0,0
accustom,0,1.48,0.64,1,28,0.9642857142857143,6
accustomed,0,2.07,1.05,0,30,1.0,149
ace,0,3.92,1.47,1,27,0.9629629629629629,751
acetaminophen,0,3.8,1.76,0,25,1.0,5
acetone,0,4.42,1.03,2,28,0.9285714285714286,8
acetylene,0,3.58,1.74,4,28,0.8571428571428571,23
ache,0,3.43,1.45,0,28,1.0,127
achievable,0,2.07,1.27,0,27,1.0,2
achieve,0,2.29,1.3,0,28,1.0,374
achievement,0,2.37,1.5,0,30,1.0,178
achiever,0,2.04,1.28,1,27,0.9629629629629629,12
achiness,0,2.54,1.36,0,26,1.0,1
aching,0,2.72,1.58,0,29,1.0,105
achingly,0,2.17,1.13,1,25,0.96,2
achy,0,2.96,1.22,3,29,0.896551724137931,23
acid,0,4.25,1.0,0,28,1.0,508
acidic,0,3.54,1.39,0,26,1.0,11
acidification,0,2.78,1.22,3,30,0.9,0
acidify,0,2.6,1.35,0,30,1.0,0
acidity,0,3.4,1.35,1,26,0.9615384615384616,10
acidly,0,2.18,1.19,1,29,0.9655172413793104,0
acidometer,0,4.05,1.46,4,26,0.8461538461538461,0
acknowledge,0,2.03,1.33,0,31,1.0,313
acknowledgeable,0,1.69,0.85,0,29,1.0,0
acknowledged,0,2.19,1.33,0,27,1.0,100
acknowledgement,0,2.62,1.42,0,29,1.0,21
acne,0,4.89,0.32,0,27,1.0,46
acorn,0,4.96,0.19,0,27,1.0,37
acoustic,0,3.28,1.19,1,30,0.9666666666666667,49
acoustical,0,2.42,1.35,2,26,0.9230769230769231,6
acoustically,0,2.5,1.28,0,30,1.0,1
acoustics,0,3.12,1.24,0,25,1.0,22
acquaint,0,1.52,0.63,1,30,0.9666666666666667,20
acquaintance,0,3.41,1.18,0,29,1.0,273
acquainted,0,2.37,1.59,0,30,1.0,231
acquiesce,0,2.21,1.06,4,28,0.8571428571428571,3
acquiescently,0,1.58,1.14,3,29,0.896551724137931,0
acquirable,0,2.04,0.94,1,28,0.9642857142857143,0
acquire,0,2.93,1.27,0,28,1.0,135
acquired,0,2.54,1.17,0,28,1.0,228
acquirement,0,2.0,1.11,1,28,0.9642857142857143,0
acquirer,0,2.52,1.27,4,27,0.8518518518518519,1
acquisition,0,2.6,1.41,0,25,1.0,74
acquisitive,0,2.08,1.1,4,28,0.8571428571428571,3
acquisitively,0,1.81,1.14,2,29,0.9310344827586207,0
acquit,0,2.13,1.17,1,31,0.967741935483871,24
acquittal,0,2.38,1.32,1,30,0.9666666666666667,37
acquitter,0,2.88,1.42,3,28,0.8928571428571429,0
acre,0,4.18,1.22,0,28,1.0,93
acrid,0,2.68,1.6,2,27,0.9259259259259259,2
acrimoniously,0,1.61,1.12,3,26,0.8846153846153846,0
acrobat,0,4.46,0.88,0,28,1.0,30
acrobatic,0,3.14,1.38,1,30,0.9666666666666667,12
acrobatically,0,2.96,1.34,1,28,0.9642857142857143,0
acrobatics,0,4.36,0.95,0,25,1.0,11
acronym,0,2.64,1.52,0,28,1.0,15
acrophobia,0,2.32,1.49,3,31,0.9032258064516129,10
across,0,3.07,1.21,0,28,1.0,4801
acrostically,0,2.0,1.23,4,26,0.8461538461538461,0
acrylic,0,4.31,0.84,1,27,0.9629629629629629,23
act,0,2.46,1.27,0,26,1.0,5565
acting,0,2.54,1.35,0,28,1.0,2675
action,0,2.86,1.36,0,29,1.0,3115
actionable,0,2.04,1.37,1,26,0.9615384615384616,13
activate,0,2.97,1.35,0,29,1.0,238
activation,0,2.41,1.31,0,27,1.0,43
activator,0,3.14,1.56,1,29,0.9655172413793104,4
active,0,3.32,1.25,0,28,1.0,584
actively,0,2.41,1.62,0,29,1.0,42
activeness,0,2.52,1.28,2,29,0.9310344827586207,0
activism,0,1.79,1.08,0,29,1.0,9
activist,0,3.34,1.59,0,29,1.0,50
activity,0,2.72,1.4,0,25,1.0,657
actor,0,4.57,0.9,0,30,1.0,1343
actress,0,4.54,0.84,0,28,1.0,817
acts,0,3.29,1.61,0,28,1.0,636
actual,0,2.22,1.34,0,27,1.0,884
actuality,0,1.96,1.34,0,27,1.0,24
actualization,0,1.59,0.97,1,28,0.9642857142857143,3
actualize,0,1.63,0.93,0,27,1.0,2
actually,0,1.37,0.89,0,30,1.0,16439
actuarial,0,2.33,1.02,3,24,0.875,9
acupressure,0,3.53,1.28,1,31,0.967741935483871,6
acupuncture,0,3.83,1.23,0,29,1.0,37
acupuncturist,0,4.56,1.01,1,28,0.9642857142857143,9
acute,0,1.92,1.12,0,25,1.0,150
acutely,0,1.83,0.97,0,29,1.0,14
acuteness,0,2.41,1.24,0,29,1.0,1
ad,0,4.46,1.14,0,28,1.0,694
adage,0,1.86,0.94,4,26,0.8461538461538461,32
adamant,0,1.65,0.89,1,27,0.9629629629629629,50
adamantly,0,1.46,0.69,2,30,0.9333333333333333,2
adapt,0,2.41,1.32,0,29,1.0,134
adaptability,0,1.38,0.75,0,26,1.0,7
adaptable,0,1.85,1.05,2,28,0.9285714285714286,17
adaptation,0,2.04,0.96,0,28,1.0,81
adapter,0,3.82,1.09,0,28,1.0,11
adaption,0,2.4,1.35,4,29,0.8620689655172413,1
adaptive,0,1.97,1.27,0,30,1.0,11
adaptively,0,2.3,1.3,1,28,0.9642857142857143,0
adaptor,0,4.04,1.09,0,27,1.0,4
add,0,3.0,1.51,0,30,1.0,1686
added,0,2.74,1.48,0,27,1.0,492
addendum,0,3.44,1.45,2,29,0.9310344827586207,15
addict,0,3.14,1.38,0,29,1.0,273
addicted,0,2.13,1.18,0,31,1.0,231
addictedness,0,2.22,1.34,2,29,0.9310344827586207,0
addiction,0,2.85,1.41,0,26,1.0,199
addictive,0,2.22,1.48,0,27,1.0,57
addictiveness,0,1.78,1.15,1,28,0.9642857142857143,2
addition,0,2.89,1.37,0,27,1.0,395
additional,0,2.43,1.19,0,30,1.0,300
additionally,0,2.2,1.24,0,30,1.0,16
additive,0,3.56,1.5,0,27,1.0,11
additively,0,2.0,1.2,4,30,0.8666666666666667,0
address,0,3.89,1.26,0,28,1.0,2666
addressable,0,2.17,1.26,0,29,1.0,0
addressbook,0,4.83,0.59,0,30,1.0,0
addressee,0,3.16,1.6,3,28,0.8928571428571429,6
addresser,0,3.19,1.64,2,29,0.9310344827586207,2
addressor,0,3.11,1.45,2,29,0.9310344827586207,0
adept,0,2.23,1.18,1,27,0.9629629629629629,33
adeptly,0,1.54,0.83,1,25,0.96,0
adeptness,0,1.89,1.19,3,30,0.9,1
adequacy,0,1.86,1.08,2,30,0.9333333333333333,1
adequate,0,1.97,1.09,0,29,1.0,132
adequately,0,1.72,0.92,0,29,1.0,27
adequateness,0,1.68,0.86,0,28,1.0,0
adhere,0,2.62,1.4,0,29,1.0,29
adherence,0,1.5,0.66,1,25,0.96,9
adherent,0,2.45,1.21,0,29,1.0,3
adherently,0,2.11,1.31,0,28,1.0,0
adhesion,0,3.32,1.31,0,28,1.0,6
adhesive,0,4.35,0.94,0,26,1.0,47
adhesively,0,2.87,1.42,2,25,0.92,0
adhesiveness,0,3.3,1.21,0,30,1.0,0
adjacent,0,3.63,1.36,0,27,1.0,68
adjacently,0,2.97,1.52,0,31,1.0,0
adjectivally,0,1.52,0.96,4,29,0.8620689655172413,0
adjective,0,2.43,1.4,0,28,1.0,25
adjoin,0,2.73,1.04,2,28,0.9285714285714286,0
adjoined,0,3.31,1.32,1,27,0.9629629629629629,1
adjoining,0,2.93,1.15,0,28,1.0,57
adjourn,0,2.54,1.36,2,28,0.9285714285714286,66
adjournment,0,2.82,1.33,2,30,0.9333333333333333,11
adjudicate,0,2.12,1.2,3,28,0.8928571428571429,5
adjudication,0,2.35,1.32,3,29,0.896551724137931,9
adjunct,0,2.19,1.2,3,29,0.896551724137931,7
adjust,0,2.93,1.36,0,28,1.0,287
adjustability,0,2.1,1.09,0,30,1.0,1
adjustable,0,3.27,1.26,0,30,1.0,16
adjustably,0,1.9,0.77,0,29,1.0,0
adjuster,0,3.23,1.42,1,27,0.9629629629629629,20
adjustment,0,2.81,1.33,0,27,1.0,158
adjustor,0,3.43,1.55,1,29,0.9655172413793104,4
admin,0,2.96,1.43,1,28,0.9642857142857143,22
administer,0,2.53,1.31,0,30,1.0,85
administrable,0,1.62,0.94,3,29,0.896551724137931,0
administrate,0,2.89,1.29,0,28,1.0,2
administration,0,2.78,1.45,0,27,1.0,387
administrational,0,2.08,1.13,3,29,0.896551724137931,0
administrative,0,2.14,1.21,0,28,1.0,82
administratively,0,1.93,1.18,1,29,0.9655172413793104,0
administrator,0,3.89,1.25,0,27,1.0,84
admirable,0,1.81,1.02,0,26,1.0,133
admirableness,0,1.7,0.87,3,30,0.9,0
admirably,0,1.5,0.69,0,28,1.0,21
admiral,0,4.11,1.22,0,27,1.0,845
admiralship,0,2.96,1.55,4,28,0.8571428571428571,0
admiration,0,1.86,1.06,0,29,1.0,107
admire,0,2.04,1.1,0,28,1.0,722
admired,0,1.84,0.85,1,26,0.9615384615384616,187
admirer,0,2.93,1.25,0,28,1.0,151
admiring,0,1.77,0.9,0,30,1.0,141
admiringly,0,1.89,1.03,0,28,1.0,0
admissibility,0,1.65,1.06,0,26,1.0,4
admissible,0,1.88,0.95,0,26,1.0,37
admissibleness,0,1.71,0.91,4,28,0.8571428571428571,0
admissibly,0,1.72,1.25,1,30,0.9666666666666667,0
admission,0,2.83,1.32,0,30,1.0,181
admissive,0,2.25,1.29,1,25,0.96,0
admit,0,2.32,1.28,1,26,0.9615384615384616,3019
admittance,0,2.26,1.51,0,27,1.0,34
admitted,0,1.85,1.12,0,26,1.0,467
admittedly,0,1.54,0.79,0,28,1.0,47
admitter,0,2.93,1.52,2,29,0.9310344827586207,0
admonishingly,0,1.77,0.86,0,30,1.0,0
admonishment,0,2.21,1.29,0,28,1.0,0
adobe,0,4.19,1.17,2,28,0.9285714285714286,24
adolescence,0,2.81,1.38,19,5885,0.9967714528462192,44
adolescent,0,3.48,1.45,0,29,1.0,94
adolescently,0,1.52,0.98,1,28,0.9642857142857143,0
adopt,0,2.36,1.25,0,28,1.0,238
adoptability,0,2.29,1.3,0,28,1.0,0
adoptable,0,2.79,1.29,0,28,1.0,1
adopted,0,2.39,1.29,0,28,1.0,430
adoptee,0,3.59,1.28,1,28,0.9642857142857143,0
adopter,0,3.33,1.27,1,28,0.9642857142857143,1
adoption,0,3.03,1.45,0,29,1.0,239
adoptive,0,2.0,1.36,0,29,1.0,30
adoptively,0,1.63,0.84,2,29,0.9310344827586207,0
adorability,0,1.41,0.57,0,29,1.0,1
adorable,0,1.86,0.95,0,29,1.0,537
adorableness,0,2.19,1.27,1,28,0.9642857142857143,1
adorably,0,1.96,1.1,0,28,1.0,2
adoration,0,2.19,1.24,1,28,0.9642857142857143,30
adore,0,2.34,1.37,0,29,1.0,394
adorer,0,2.76,1.33,2,31,0.9354838709677419,0
adoring,0,2.34,1.42,0,29,1.0,35
adoringly,0,2.28,1.1,0,25,1.0,3
adorn,0,2.38,1.28,0,24,1.0,8
adorner,0,2.96,1.49,2,25,0.92,0
adornment,0,2.83,1.47,3,26,0.8846153846153846,4
adrenal,0,3.28,1.49,1,30,0.9666666666666667,16
adrenalin,0,3.17,1.51,0,29,1.0,28
adrenaline,0,3.04,1.43,0,27,1.0,168
adrift,0,2.71,1.3,1,29,0.9655172413793104,51
adult,0,4.4,0.87,0,25,1.0,729
adulterate,0,2.76,1.33,3,28,0.8928571428571429,1
adulteration,0,2.29,1.2,1,25,0.96,0
adulterer,0,2.96,1.6,2,29,0.9310344827586207,20
adulteress,0,3.72,1.39,0,29,1.0,13
adulterous,0,2.37,1.33,0,27,1.0,17
adulterously,0,2.12,1.31,0,26,1.0,0
adultery,0,2.79,1.5,1,30,0.9666666666666667,99
adulthood,0,2.5,1.5,0,28,1.0,37
adultlike,0,2.27,1.43,0,26,1.0,0
adultness,0,2.19,1.44,3,29,0.896551724137931,0
advance,0,2.57,1.26,0,28,1.0,815
advanced,0,1.83,1.23,0,29,1.0,451
advancement,0,2.1,1.21,0,30,1.0,63
advancer,0,2.48,1.4,2,23,0.9130434782608695,0
advancing,0,2.61,1.34,0,28,1.0,76
advantage,0,2.0,1.12,0,28,1.0,1125
advantageous,0,2.07,1.12,0,28,1.0,20
advantageously,0,1.24,0.44,3,28,0.8928571428571429,0
advantageousness,0,1.65,0.89,2,28,0.9285714285714286,0
advent,0,2.48,1.19,2,27,0.9259259259259259,24
adventure,0,2.59,1.42,0,27,1.0,685
adventurer,0,3.73,1.28,1,27,0.9629629629629629,37
adventuresome,0,1.79,1.15,0,29,1.0,3
adventuress,0,2.54,1.35,2,26,0.9230769230769231,11
adventurist,0,2.35,1.53,3,26,0.8846153846153846,1
adventurous,0,1.95,0.95,1,23,0.9565217391304348,62
adventurously,0,1.7,0.95,1,31,0.967741935483871,0
adventurousness,0,1.62,0.65,1,25,0.96,1
adverb,0,2.25,1.53,0,28,1.0,10
adversarial,0,1.62,0.75,1,27,0.9629629629629629,12
adversary,0,2.93,1.16,1,30,0.9666666666666667,77
adverse,0,2.23,1.24,0,26,1.0,36
adversely,0,1.62,1.02,0,26,1.0,11
adverseness,0,1.96,1.24,3,28,0.8928571428571429,0
adversity,0,1.44,0.75,0,27,1.0,54
advert,0,3.08,1.68,3,28,0.8928571428571429,13
advertently,0,1.7,0.95,2,29,0.9310344827586207,1
advertise,0,2.81,1.2,0,26,1.0,84
advertisement,0,3.77,1.45,0,26,1.0,61
advertiser,0,3.93,1.23,0,30,1.0,8
advertising,0,3.88,0.95,0,26,1.0,379
advertize,0,3.61,0.99,4,27,0.8518518518518519,0
advice,0,2.73,1.2,0,30,1.0,2447
advisability,0,1.46,0.64,1,29,0.9655172413793104,0
advisable,0,1.93,1.04,1,28,0.9642857142857143,40
advisably,0,1.54,0.71,1,27,0.9629629629629629,0
advise,0,2.03,1.1,0,30,1.0,622
advised,0,2.45,1.38,0,29,1.0,267
advisedly,0,1.58,0.72,3,27,0.8888888888888888,5
advisee,0,3.77,1.39,2,28,0.9285714285714286,13
advisement,0,2.52,1.53,0,29,1.0,39
adviser,0,3.67,1.4,0,24,1.0,53
advisor,0,4.15,0.95,0,27,1.0,225
advisory,0,2.5,1.35,1,25,0.96,51
advocacy,0,2.0,1.22,0,28,1.0,15
advocate,0,2.72,1.49,0,29,1.0,113
advocator,0,2.92,1.44,3,27,0.8888888888888888,0
aeration,0,2.77,1.28,0,30,1.0,1
aerator,0,3.92,1.38,2,28,0.9285714285714286,0
aerial,0,3.04,1.6,0,28,1.0,129
aerialist,0,3.84,1.34,2,27,0.9259259259259259,1
aerially,0,3.0,1.57,3,29,0.896551724137931,0
aerobatics,0,3.15,1.41,1,27,0.9629629629629629,1
aerobic,0,3.14,1.46,1,30,0.9666666666666667,9
aerobically,0,2.38,1.2,3,29,0.896551724137931,2
aerobics,0,3.72,1.17,0,25,1.0,79
